detection_id,latitude,longitude,acq_date,acq_time,acq_datetime,bright_ti4,bright_ti5,frp,confidence,satellite,instrument,daynight,type,scan,track,version
WB2024_0000001,22.13874,88.68441,2024-01-01,753,2024-01-01 07:53:00,335.64,298.31,2.43,n,N20,VIIRS,D,0,0.35,0.57,2
WB2024_0000002,22.24785,86.85403,2024-01-01,753,2024-01-01 07:53:00,333.59,297.55,3.05,n,N20,VIIRS,D,0,0.54,0.51,2
WB2024_0000003,22.63338,87.5902,2024-01-01,753,2024-01-01 07:53:00,330.87,296.04,3.96,n,N20,VIIRS,D,0,0.6,0.53,2
WB2024_0000004,22.63089,87.59277,2024-01-01,753,2024-01-01 07:53:00,328.14,296.45,4.05,n,N20,VIIRS,D,0,0.61,0.53,2
WB2024_0000005,22.95691,87.82234,2024-01-01,753,2024-01-01 07:53:00,339.24,296.41,8.08,n,N20,VIIRS,D,0,0.63,0.54,2
WB2024_0000006,23.3621,87.51662,2024-01-01,753,2024-01-01 07:53:00,333.63,296.52,4.57,n,N20,VIIRS,D,0,0.61,0.53,2
WB2024_0000007,23.35893,87.51571,2024-01-01,753,2024-01-01 07:53:00,330.74,296.65,4.49,n,N20,VIIRS,D,0,0.61,0.53,2
WB2024_0000008,22.25137,86.85675,2024-01-01,753,2024-01-01 07:53:00,327.5,298.33,5.98,l,N20,VIIRS,D,0,0.54,0.51,2
WB2024_0000009,23.55682,87.24049,2024-01-01,753,2024-01-01 07:53:00,328.53,296.76,3.68,n,N20,VIIRS,D,2,0.59,0.53,2
WB2024_0000010,23.5602,87.23849,2024-01-01,753,2024-01-01 07:53:00,329.72,296.17,5.02,n,N20,VIIRS,D,2,0.59,0.53,2
WB2024_0000011,23.68491,88.01431,2024-01-01,753,2024-01-01 07:53:00,325.25,295.33,1.85,n,N20,VIIRS,D,0,0.33,0.55,2
WB2024_0000012,22.05403,88.12703,2024-01-01,753,2024-01-01 07:53:00,329.25,301.38,2.68,l,N20,VIIRS,D,2,0.32,0.55,2
WB2024_0000013,22.06383,88.12278,2024-01-01,753,2024-01-01 07:53:00,326.07,296.21,2.3,l,N20,VIIRS,D,2,0.32,0.55,2
WB2024_0000014,23.46811,87.97099,2024-01-01,753,2024-01-01 07:53:00,326.48,294.28,2.34,n,N20,VIIRS,D,0,0.33,0.55,2
WB2024_0000015,26.93323,88.67017,2024-01-01,754,2024-01-01 07:54:00,336.05,296.39,7.26,n,N20,VIIRS,D,0,0.4,0.6,2
WB2024_0000016,26.93354,88.6741,2024-01-01,754,2024-01-01 07:54:00,347.33,293.6,7.26,n,N20,VIIRS,D,0,0.4,0.6,2
WB2024_0000017,22.37965,87.28,2024-01-01,2021,2024-01-01 20:21:00,313.55,289.51,2.29,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0000018,22.38078,87.27467,2024-01-01,2021,2024-01-01 20:21:00,296.07,286.03,2.29,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0000019,22.91087,88.46754,2024-01-01,2021,2024-01-01 20:21:00,300.28,287.12,0.77,n,N20,VIIRS,N,0,0.33,0.55,2
WB2024_0000020,23.51049,87.27737,2024-01-01,2021,2024-01-01 20:21:00,298.15,285.32,0.97,n,N20,VIIRS,N,2,0.53,0.5,2
WB2024_0000021,23.54828,86.54605,2024-01-01,2021,2024-01-01 20:21:00,295.22,284.26,0.78,n,N20,VIIRS,N,2,0.48,0.48,2
WB2024_0000022,23.54922,86.54148,2024-01-01,2021,2024-01-01 20:21:00,296.13,283.29,0.78,n,N20,VIIRS,N,2,0.48,0.48,2
WB2024_0000023,22.37045,87.30021,2024-01-01,2021,2024-01-01 20:21:00,303.7,287.59,1.37,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0000024,23.18292,87.8113,2024-01-01,2021,2024-01-01 20:21:00,301.24,284.93,1.26,n,N20,VIIRS,N,0,0.58,0.52,2
WB2024_0000025,22.37812,87.27794,2024-01-01,2021,2024-01-01 20:21:00,322.09,290.41,4.32,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0000026,22.05168,88.12193,2024-01-01,2021,2024-01-01 20:21:00,310.07,290.6,1.12,n,N20,VIIRS,N,2,0.32,0.55,2
WB2024_0000027,22.36442,87.29709,2024-01-01,2021,2024-01-01 20:21:00,299.18,287.97,1.48,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0000028,22.36332,87.30245,2024-01-01,2021,2024-01-01 20:21:00,302.44,288.77,1.48,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0000029,22.3691,87.01694,2024-01-01,2021,2024-01-01 20:21:00,298.49,287.1,0.92,n,N20,VIIRS,N,2,0.54,0.51,2
WB2024_0000030,22.36452,87.01588,2024-01-01,2021,2024-01-01 20:21:00,316.55,289.89,2.84,n,N20,VIIRS,N,2,0.54,0.51,2
WB2024_0000031,22.05661,88.12314,2024-01-01,2021,2024-01-01 20:21:00,316.61,290.97,2.03,n,N20,VIIRS,N,2,0.32,0.55,2
WB2024_0000032,22.05596,88.1262,2024-01-01,2021,2024-01-01 20:21:00,312.46,291.18,1.51,n,N20,VIIRS,N,2,0.32,0.55,2
WB2024_0000033,23.51611,87.27335,2024-01-01,2021,2024-01-01 20:21:00,295.19,284.04,0.97,n,N20,VIIRS,N,2,0.53,0.5,2
WB2024_0000034,22.05102,88.125,2024-01-01,2021,2024-01-01 20:21:00,308.01,290.86,1.62,n,N20,VIIRS,N,2,0.32,0.55,2
WB2024_0000035,22.05066,88.10243,2024-01-01,2021,2024-01-01 20:21:00,339.06,289.21,2.55,n,N20,VIIRS,N,2,0.32,0.55,2
WB2024_0000036,22.36908,87.29821,2024-01-01,2021,2024-01-01 20:21:00,301.34,288.04,1.79,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0000037,23.61659,86.79063,2024-01-01,2021,2024-01-01 20:21:00,297.33,284.77,1.4,n,N20,VIIRS,N,2,0.5,0.49,2
WB2024_0000038,23.6133,86.78423,2024-01-01,2021,2024-01-01 20:21:00,295.76,284.33,0.99,n,N20,VIIRS,N,2,0.49,0.49,2
WB2024_0000039,23.51451,87.32661,2024-01-01,2021,2024-01-01 20:21:00,296.66,284.05,0.51,n,N20,VIIRS,N,0,0.54,0.51,2
WB2024_0000040,23.56057,87.08334,2024-01-01,2021,2024-01-01 20:21:00,305.54,284.64,1.35,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000041,23.6667,86.92159,2024-01-01,2021,2024-01-01 20:21:00,303.44,283.73,1.14,n,N20,VIIRS,N,2,0.5,0.49,2
WB2024_0000042,23.68589,87.12182,2024-01-01,2021,2024-01-01 20:21:00,300.91,285.93,1.08,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000043,23.69104,87.09691,2024-01-01,2021,2024-01-01 20:21:00,306.77,287.0,1.57,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000044,23.69038,87.12289,2024-01-01,2021,2024-01-01 20:21:00,299.12,285.77,1.19,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000045,23.69347,87.10793,2024-01-01,2021,2024-01-01 20:21:00,296.07,284.34,1.18,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000046,23.6945,87.10297,2024-01-01,2021,2024-01-01 20:21:00,295.96,283.61,1.18,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000047,23.69488,87.12392,2024-01-01,2021,2024-01-01 20:21:00,306.38,286.08,1.19,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000048,23.79609,87.07297,2024-01-01,2021,2024-01-01 20:21:00,296.42,285.77,1.85,n,N20,VIIRS,N,0,0.51,0.49,2
WB2024_0000049,23.80121,87.04826,2024-01-01,2021,2024-01-01 20:21:00,302.16,290.37,1.83,n,N20,VIIRS,N,2,0.51,0.49,2
WB2024_0000050,23.61469,87.14632,2024-01-01,2021,2024-01-01 20:21:00,295.41,284.44,1.39,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000051,23.66813,86.92407,2024-01-01,2021,2024-01-01 20:21:00,303.73,284.03,1.54,n,N20,VIIRS,N,2,0.5,0.49,2
WB2024_0000052,23.6691,86.91925,2024-01-01,2021,2024-01-01 20:21:00,296.94,285.05,1.36,n,N20,VIIRS,N,2,0.5,0.49,2
WB2024_0000053,23.616,86.86088,2024-01-01,2021,2024-01-01 20:21:00,296.43,283.95,1.08,n,N20,VIIRS,N,2,0.5,0.49,2
WB2024_0000054,23.55077,87.24437,2024-01-01,2021,2024-01-01 20:21:00,306.36,287.62,1.6,n,N20,VIIRS,N,3,0.53,0.5,2
WB2024_0000055,23.55635,87.2404,2024-01-01,2021,2024-01-01 20:21:00,297.61,285.11,2.17,n,N20,VIIRS,N,2,0.53,0.5,2
WB2024_0000056,23.56402,87.08943,2024-01-01,2021,2024-01-01 20:21:00,302.46,284.89,1.35,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000057,23.56192,87.23647,2024-01-01,2021,2024-01-01 20:21:00,317.09,283.92,3.03,n,N20,VIIRS,N,2,0.53,0.5,2
WB2024_0000058,23.60317,87.15129,2024-01-01,2021,2024-01-01 20:21:00,296.33,284.02,1.47,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0000059,23.66466,86.91821,2024-01-01,2021,2024-01-01 20:21:00,296.16,285.3,1.1,n,N20,VIIRS,N,2,0.5,0.49,2
WB2024_0000060,23.56087,87.24152,2024-01-01,2021,2024-01-01 20:21:00,313.68,283.92,2.17,n,N20,VIIRS,N,2,0.53,0.5,2
WB2024_0000061,22.77684,87.59695,2024-01-02,734,2024-01-02 07:34:00,328.19,298.51,1.86,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000062,23.11923,87.25473,2024-01-02,734,2024-01-02 07:34:00,332.86,298.85,3.06,n,N20,VIIRS,D,0,0.47,0.39,2
WB2024_0000063,22.85817,87.67555,2024-01-02,734,2024-01-02 07:34:00,326.8,298.86,2.12,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000064,22.86186,87.675,2024-01-02,734,2024-01-02 07:34:00,329.08,299.31,2.12,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000065,22.86049,87.67207,2024-01-02,734,2024-01-02 07:34:00,330.92,298.08,4.24,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000066,22.90549,87.82018,2024-01-02,734,2024-01-02 07:34:00,326.7,297.64,2.23,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000067,23.14509,87.68111,2024-01-02,734,2024-01-02 07:34:00,333.78,298.07,2.86,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000068,23.13306,87.44407,2024-01-02,734,2024-01-02 07:34:00,332.26,299.05,3.62,n,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0000069,23.19459,87.69547,2024-01-02,734,2024-01-02 07:34:00,332.01,298.75,4.39,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000070,23.39986,87.37574,2024-01-02,734,2024-01-02 07:34:00,327.78,299.44,2.18,l,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0000071,23.41895,87.98667,2024-01-02,734,2024-01-02 07:34:00,331.55,297.01,3.01,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000072,23.40841,87.56046,2024-01-02,734,2024-01-02 07:34:00,332.27,299.92,5.4,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000073,23.46737,87.97137,2024-01-02,734,2024-01-02 07:34:00,326.54,297.25,2.46,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000074,23.47621,87.94987,2024-01-02,734,2024-01-02 07:34:00,326.47,297.75,2.34,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000075,23.46708,87.81602,2024-01-02,734,2024-01-02 07:34:00,326.92,298.45,1.71,l,N20,VIIRS,D,0,0.5,0.41,2
WB2024_0000076,23.50566,88.03186,2024-01-02,734,2024-01-02 07:34:00,330.4,298.43,2.74,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000077,23.49326,87.78247,2024-01-02,734,2024-01-02 07:34:00,334.02,299.73,2.87,n,N20,VIIRS,D,0,0.5,0.41,2
WB2024_0000078,23.51183,87.69109,2024-01-02,734,2024-01-02 07:34:00,342.87,298.51,4.33,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000079,21.69591,87.64465,2024-01-02,734,2024-01-02 07:34:00,334.84,300.72,3.7,n,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0000080,23.14765,87.26612,2024-01-02,734,2024-01-02 07:34:00,331.25,298.35,1.13,n,N20,VIIRS,D,0,0.47,0.39,2
WB2024_0000081,21.72576,87.78885,2024-01-02,734,2024-01-02 07:34:00,328.15,300.16,2.16,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000082,22.23775,87.40479,2024-01-02,734,2024-01-02 07:34:00,333.58,304.52,6.2,n,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000083,21.77794,87.58769,2024-01-02,734,2024-01-02 07:34:00,335.16,301.12,5.56,n,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0000084,21.72652,87.73739,2024-01-02,734,2024-01-02 07:34:00,332.01,299.02,2.28,n,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0000085,22.36293,87.01916,2024-01-02,734,2024-01-02 07:34:00,328.91,301.7,3.8,l,N20,VIIRS,D,2,0.45,0.39,2
WB2024_0000086,22.3802,87.2626,2024-01-02,734,2024-01-02 07:34:00,332.75,300.01,3.56,n,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000087,22.37715,87.2808,2024-01-02,734,2024-01-02 07:34:00,334.69,304.66,3.74,n,N20,VIIRS,D,2,0.46,0.39,2
WB2024_0000088,22.36936,87.30466,2024-01-02,734,2024-01-02 07:34:00,334.0,299.29,4.56,n,N20,VIIRS,D,2,0.46,0.39,2
WB2024_0000089,22.34099,87.39554,2024-01-02,734,2024-01-02 07:34:00,330.74,299.0,1.72,n,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000090,22.23959,86.98519,2024-01-02,734,2024-01-02 07:34:00,335.38,300.71,4.13,n,N20,VIIRS,D,0,0.44,0.39,2
WB2024_0000091,22.29276,87.42111,2024-01-02,734,2024-01-02 07:34:00,328.26,299.9,1.67,l,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000092,22.22581,87.09621,2024-01-02,734,2024-01-02 07:34:00,327.96,299.45,1.81,n,N20,VIIRS,D,0,0.45,0.39,2
WB2024_0000093,22.2367,87.34122,2024-01-02,734,2024-01-02 07:34:00,328.63,299.92,2.79,n,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000094,22.25968,86.97334,2024-01-02,734,2024-01-02 07:34:00,333.76,300.53,4.0,n,N20,VIIRS,D,0,0.44,0.39,2
WB2024_0000095,22.18395,87.64732,2024-01-02,734,2024-01-02 07:34:00,327.96,298.33,1.53,n,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0000096,22.11246,87.72834,2024-01-02,734,2024-01-02 07:34:00,333.83,299.22,3.16,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000097,22.11298,87.73101,2024-01-02,734,2024-01-02 07:34:00,331.42,298.13,2.16,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000098,21.83472,87.57006,2024-01-02,734,2024-01-02 07:34:00,330.24,301.41,2.96,n,N20,VIIRS,D,0,0.47,0.39,2
WB2024_0000099,21.998,87.39256,2024-01-02,734,2024-01-02 07:34:00,342.99,301.86,4.91,n,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000100,21.97584,87.39137,2024-01-02,734,2024-01-02 07:34:00,328.9,299.35,2.77,l,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000101,21.97661,87.48226,2024-01-02,734,2024-01-02 07:34:00,331.68,300.79,2.8,n,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0000102,22.05351,88.12749,2024-01-02,734,2024-01-02 07:34:00,337.06,305.93,6.26,n,N20,VIIRS,D,2,0.5,0.41,2
WB2024_0000103,21.85843,87.29108,2024-01-02,734,2024-01-02 07:34:00,328.95,300.21,2.09,n,N20,VIIRS,D,0,0.45,0.39,2
WB2024_0000104,23.76281,87.96388,2024-01-02,735,2024-01-02 07:35:00,326.46,298.47,1.52,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000105,23.69565,87.4446,2024-01-02,735,2024-01-02 07:35:00,339.16,300.84,4.39,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000106,23.51385,87.69257,2024-01-02,735,2024-01-02 07:35:00,337.57,300.29,5.93,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000107,23.69511,87.44637,2024-01-02,735,2024-01-02 07:35:00,334.92,300.2,3.26,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000108,23.96724,87.71806,2024-01-02,735,2024-01-02 07:35:00,327.01,299.94,2.76,n,N20,VIIRS,D,0,0.5,0.41,2
WB2024_0000109,23.74509,87.54528,2024-01-02,735,2024-01-02 07:35:00,333.16,301.95,4.11,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000110,23.92326,87.5465,2024-01-02,735,2024-01-02 07:35:00,335.35,299.18,4.06,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000111,24.02271,87.76507,2024-01-02,735,2024-01-02 07:35:00,340.08,298.69,5.42,n,N20,VIIRS,D,0,0.5,0.41,2
WB2024_0000112,23.76159,87.98449,2024-01-02,735,2024-01-02 07:35:00,328.21,299.1,2.24,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000113,23.69878,87.44582,2024-01-02,735,2024-01-02 07:35:00,337.95,300.07,3.26,n,N20,VIIRS,D,0,0.48,0.4,2
WB2024_0000114,23.74845,88.15682,2024-01-02,735,2024-01-02 07:35:00,336.76,299.1,3.88,n,N20,VIIRS,D,0,0.52,0.42,2
WB2024_0000115,23.67054,88.05921,2024-01-02,735,2024-01-02 07:35:00,331.71,298.18,4.68,n,N20,VIIRS,D,0,0.52,0.41,2
WB2024_0000116,23.71029,88.13107,2024-01-02,735,2024-01-02 07:35:00,329.52,298.64,2.88,n,N20,VIIRS,D,0,0.52,0.42,2
WB2024_0000117,23.69036,87.96929,2024-01-02,735,2024-01-02 07:35:00,335.18,299.31,5.34,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000118,23.51326,87.68774,2024-01-02,735,2024-01-02 07:35:00,338.34,299.03,5.19,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000119,23.55893,87.74997,2024-01-02,735,2024-01-02 07:35:00,341.52,300.41,6.01,n,N20,VIIRS,D,0,0.5,0.41,2
WB2024_0000120,23.61178,87.92726,2024-01-02,735,2024-01-02 07:35:00,329.01,298.1,3.28,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000121,23.51697,87.68719,2024-01-02,735,2024-01-02 07:35:00,354.43,301.25,9.96,n,N20,VIIRS,D,0,0.49,0.4,2
WB2024_0000122,23.557,87.24071,2024-01-02,735,2024-01-02 07:35:00,337.04,299.85,4.12,n,N20,VIIRS,D,2,0.47,0.4,2
WB2024_0000123,23.56064,87.24017,2024-01-02,735,2024-01-02 07:35:00,327.8,299.73,4.12,l,N20,VIIRS,D,2,0.47,0.4,2
WB2024_0000124,23.55735,87.23782,2024-01-02,735,2024-01-02 07:35:00,332.17,301.73,8.47,n,N20,VIIRS,D,2,0.47,0.4,2
WB2024_0000125,23.66329,87.96812,2024-01-02,735,2024-01-02 07:35:00,329.89,298.75,2.14,n,N20,VIIRS,D,0,0.51,0.41,2
WB2024_0000126,23.60803,87.8073,2024-01-02,735,2024-01-02 07:35:00,328.02,298.55,2.54,l,N20,VIIRS,D,0,0.5,0.41,2
WB2024_0000127,23.51316,87.27773,2024-01-02,2002,2024-01-02 20:02:00,300.88,286.76,0.88,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000128,23.61426,86.79015,2024-01-02,2002,2024-01-02 20:02:00,304.41,287.68,1.12,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0000129,23.56259,87.08434,2024-01-02,2002,2024-01-02 20:02:00,306.36,287.17,1.71,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000130,23.51487,87.27167,2024-01-02,2002,2024-01-02 20:02:00,295.87,285.54,0.6,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000131,23.51411,87.27592,2024-01-02,2002,2024-01-02 20:02:00,299.18,285.8,0.6,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000132,23.51061,87.27522,2024-01-02,2002,2024-01-02 20:02:00,298.07,285.68,0.6,n,N20,VIIRS,N,0,0.44,0.38,2
WB2024_0000133,23.50966,87.277,2024-01-02,2002,2024-01-02 20:02:00,295.92,285.64,0.88,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000134,23.66643,86.92014,2024-01-02,2002,2024-01-02 20:02:00,305.41,285.93,0.98,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000135,23.48142,87.35552,2024-01-02,2002,2024-01-02 20:02:00,297.02,284.86,1.05,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0000136,23.55126,86.54365,2024-01-02,2002,2024-01-02 20:02:00,296.66,286.43,0.62,n,N20,VIIRS,N,2,0.42,0.37,2
WB2024_0000137,23.54785,86.54296,2024-01-02,2002,2024-01-02 20:02:00,299.21,285.19,1.18,n,N20,VIIRS,N,2,0.42,0.37,2
WB2024_0000138,23.61276,87.14692,2024-01-02,2002,2024-01-02 20:02:00,301.8,287.63,0.98,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000139,23.60507,87.14972,2024-01-02,2002,2024-01-02 20:02:00,299.76,284.57,1.23,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000140,23.61499,86.78593,2024-01-02,2002,2024-01-02 20:02:00,298.04,286.62,0.84,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0000141,23.48417,87.36055,2024-01-02,2002,2024-01-02 20:02:00,309.54,287.71,1.05,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0000142,23.56532,87.08927,2024-01-02,2002,2024-01-02 20:02:00,304.9,286.13,1.05,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000143,23.56085,87.23705,2024-01-02,2002,2024-01-02 20:02:00,326.66,285.65,2.39,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000144,23.61652,86.85869,2024-01-02,2002,2024-01-02 20:02:00,297.31,285.46,0.73,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000145,23.8018,87.04861,2024-01-02,2002,2024-01-02 20:02:00,304.55,293.67,1.5,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000146,23.79835,87.0479,2024-01-02,2002,2024-01-02 20:02:00,300.82,288.21,1.5,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000147,23.79394,87.07298,2024-01-02,2002,2024-01-02 20:02:00,303.48,288.47,2.36,n,N20,VIIRS,N,0,0.43,0.38,2
WB2024_0000148,23.6967,87.10604,2024-01-02,2002,2024-01-02 20:02:00,297.51,286.06,1.03,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000149,23.69375,87.12284,2024-01-02,2002,2024-01-02 20:02:00,314.94,288.55,1.35,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000150,23.69249,87.10952,2024-01-02,2002,2024-01-02 20:02:00,300.81,286.92,1.03,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000151,23.69028,87.12213,2024-01-02,2002,2024-01-02 20:02:00,302.19,287.07,1.35,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000152,23.69522,87.11444,2024-01-02,2002,2024-01-02 20:02:00,298.78,285.56,1.79,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000153,23.6905,87.10041,2024-01-02,2002,2024-01-02 20:02:00,300.63,287.15,1.11,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000154,23.68681,87.12143,2024-01-02,2002,2024-01-02 20:02:00,312.95,288.27,1.94,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000155,23.54888,87.24338,2024-01-02,2002,2024-01-02 20:02:00,297.71,285.98,0.67,n,N20,VIIRS,N,3,0.44,0.38,2
WB2024_0000156,23.56235,87.22858,2024-01-02,2002,2024-01-02 20:02:00,310.05,283.8,1.39,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000157,23.5601,87.24129,2024-01-02,2002,2024-01-02 20:02:00,304.74,284.77,2.39,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000158,23.55661,87.24056,2024-01-02,2002,2024-01-02 20:02:00,331.52,286.78,3.67,n,N20,VIIRS,N,2,0.44,0.38,2
WB2024_0000159,23.69124,87.09622,2024-01-02,2002,2024-01-02 20:02:00,298.29,287.24,1.11,n,N20,VIIRS,N,2,0.43,0.38,2
WB2024_0000160,22.06639,88.12159,2024-01-02,2003,2024-01-02 20:03:00,328.94,284.5,3.66,n,N20,VIIRS,N,2,0.5,0.41,2
WB2024_0000161,22.05331,88.12114,2024-01-02,2003,2024-01-02 20:03:00,300.51,288.91,0.57,n,N20,VIIRS,N,2,0.5,0.41,2
WB2024_0000162,22.05245,88.12595,2024-01-02,2003,2024-01-02 20:03:00,328.59,292.26,3.71,n,N20,VIIRS,N,2,0.5,0.41,2
WB2024_0000163,22.05348,88.12885,2024-01-02,2003,2024-01-02 20:03:00,296.96,285.8,2.94,n,N20,VIIRS,N,2,0.5,0.41,2
WB2024_0000164,22.05437,88.12404,2024-01-02,2003,2024-01-02 20:03:00,335.55,296.1,2.94,n,N20,VIIRS,N,2,0.5,0.41,2
WB2024_0000165,22.06268,88.1208,2024-01-02,2003,2024-01-02 20:03:00,329.05,286.61,5.07,n,N20,VIIRS,N,2,0.5,0.41,2
WB2024_0000166,22.25577,87.3885,2024-01-02,2003,2024-01-02 20:03:00,305.76,286.07,1.21,n,N20,VIIRS,N,0,0.46,0.39,2
WB2024_0000167,22.36474,87.01833,2024-01-02,2003,2024-01-02 20:03:00,313.57,289.57,1.8,n,N20,VIIRS,N,2,0.44,0.39,2
WB2024_0000168,22.35678,87.28905,2024-01-02,2003,2024-01-02 20:03:00,300.2,287.34,1.41,n,N20,VIIRS,N,2,0.46,0.39,2
WB2024_0000169,22.36587,87.29998,2024-01-02,2003,2024-01-02 20:03:00,319.92,290.08,3.06,n,N20,VIIRS,N,2,0.46,0.39,2
WB2024_0000170,22.36942,87.30071,2024-01-02,2003,2024-01-02 20:03:00,309.49,288.63,1.64,n,N20,VIIRS,N,2,0.46,0.39,2
WB2024_0000171,22.37683,87.27961,2024-01-02,2003,2024-01-02 20:03:00,319.37,291.66,3.29,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0000172,22.3776,87.27525,2024-01-02,2003,2024-01-02 20:03:00,315.02,287.81,1.54,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0000173,22.36123,87.01762,2024-01-02,2003,2024-01-02 20:03:00,315.34,289.82,1.8,n,N20,VIIRS,N,2,0.44,0.39,2
WB2024_0000174,22.37144,87.21709,2024-01-03,715,2024-01-03 07:15:00,338.21,301.48,3.49,n,N20,VIIRS,D,0,0.4,0.37,2
WB2024_0000175,22.37703,87.25165,2024-01-03,715,2024-01-03 07:15:00,333.84,301.03,3.81,n,N20,VIIRS,D,0,0.4,0.37,2
WB2024_0000176,22.37802,87.27914,2024-01-03,715,2024-01-03 07:15:00,337.0,304.55,3.7,n,N20,VIIRS,D,2,0.4,0.37,2
WB2024_0000177,22.36441,87.30145,2024-01-03,715,2024-01-03 07:15:00,333.26,303.09,5.4,n,N20,VIIRS,D,2,0.4,0.37,2
