detection_id,latitude,longitude,acq_date,acq_time,acq_datetime,bright_ti4,bright_ti5,frp,confidence,satellite,instrument,daynight,type,scan,track,version
WB2024_0001144,22.37822,87.27656,2024-01-13,1956,2024-01-13 19:56:00,317.01,289.63,2.34,n,N20,VIIRS,N,2,0.4,0.37,2
WB2024_0001145,22.37963,87.28876,2024-01-13,1956,2024-01-13 19:56:00,305.71,286.56,1.04,n,N20,VIIRS,N,2,0.4,0.37,2
WB2024_0001146,22.38698,87.28621,2024-01-13,1956,2024-01-13 19:56:00,311.38,287.01,1.31,n,N20,VIIRS,N,0,0.4,0.37,2
WB2024_0001147,22.37033,87.30291,2024-01-13,1956,2024-01-13 19:56:00,301.83,286.66,0.83,n,N20,VIIRS,N,2,0.4,0.37,2
WB2024_0001148,23.09125,87.82785,2024-01-14,709,2024-01-14 07:09:00,327.64,298.05,1.15,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001149,23.18335,87.72649,2024-01-14,709,2024-01-14 07:09:00,333.56,299.89,2.85,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001150,23.11734,87.7933,2024-01-14,709,2024-01-14 07:09:00,330.94,298.29,2.84,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001151,23.13991,87.82253,2024-01-14,709,2024-01-14 07:09:00,332.82,298.77,3.44,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001152,23.15283,87.85776,2024-01-14,709,2024-01-14 07:09:00,329.97,298.6,3.07,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001153,23.17035,87.7965,2024-01-14,709,2024-01-14 07:09:00,334.01,299.74,4.15,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001154,23.16061,87.69707,2024-01-14,709,2024-01-14 07:09:00,326.13,299.26,1.95,n,N20,VIIRS,D,0,0.43,0.38,2
WB2024_0001155,23.25002,88.14626,2024-01-14,709,2024-01-14 07:09:00,325.27,296.5,1.68,l,N20,VIIRS,D,0,0.41,0.37,2
WB2024_0001156,23.19366,87.74558,2024-01-14,709,2024-01-14 07:09:00,345.75,299.32,4.78,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001157,23.55899,87.2421,2024-01-14,709,2024-01-14 07:09:00,335.31,298.21,16.55,n,N20,VIIRS,D,2,0.44,0.38,2
WB2024_0001158,23.40165,87.79043,2024-01-14,709,2024-01-14 07:09:00,327.05,297.88,2.0,l,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001159,23.47815,87.82566,2024-01-14,709,2024-01-14 07:09:00,325.81,298.32,1.76,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001160,23.56128,87.69152,2024-01-14,709,2024-01-14 07:09:00,331.23,297.98,1.05,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001161,23.59232,87.64833,2024-01-14,709,2024-01-14 07:09:00,325.54,296.05,1.66,l,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001162,23.7778,88.02094,2024-01-14,709,2024-01-14 07:09:00,332.24,297.98,2.35,n,N20,VIIRS,D,0,0.41,0.37,2
WB2024_0001163,23.69745,87.43631,2024-01-14,709,2024-01-14 07:09:00,331.58,298.68,2.76,n,N20,VIIRS,D,0,0.43,0.38,2
WB2024_0001164,23.80864,87.69985,2024-01-14,709,2024-01-14 07:09:00,325.9,297.15,1.65,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001165,23.76529,87.17212,2024-01-14,709,2024-01-14 07:09:00,333.6,296.27,2.04,n,N20,VIIRS,D,0,0.44,0.38,2
WB2024_0001166,23.06032,87.74963,2024-01-14,709,2024-01-14 07:09:00,332.01,297.51,2.13,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001167,23.38393,87.85158,2024-01-14,709,2024-01-14 07:09:00,331.11,298.51,2.11,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001168,23.08026,87.88866,2024-01-14,709,2024-01-14 07:09:00,335.88,298.52,4.05,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001169,22.9671,87.77998,2024-01-14,709,2024-01-14 07:09:00,332.66,300.54,4.57,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001170,23.02057,87.86631,2024-01-14,709,2024-01-14 07:09:00,327.92,298.59,2.36,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001171,23.05388,87.93923,2024-01-14,709,2024-01-14 07:09:00,325.61,297.39,1.04,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001172,21.74489,87.79761,2024-01-14,709,2024-01-14 07:09:00,335.39,298.86,4.81,n,N20,VIIRS,D,0,0.44,0.38,2
WB2024_0001173,21.71335,87.52999,2024-01-14,709,2024-01-14 07:09:00,328.54,300.14,3.01,n,N20,VIIRS,D,0,0.45,0.39,2
WB2024_0001174,22.0485,88.6872,2024-01-14,709,2024-01-14 07:09:00,327.68,296.79,1.91,n,N20,VIIRS,D,0,0.41,0.37,2
WB2024_0001175,21.92425,87.42404,2024-01-14,709,2024-01-14 07:09:00,329.43,300.56,3.1,n,N20,VIIRS,D,0,0.45,0.39,2
WB2024_0001176,21.90446,87.26733,2024-01-14,709,2024-01-14 07:09:00,332.89,300.19,4.45,n,N20,VIIRS,D,0,0.46,0.39,2
WB2024_0001177,22.05381,88.12346,2024-01-14,709,2024-01-14 07:09:00,339.75,305.52,3.23,n,N20,VIIRS,D,2,0.42,0.38,2
WB2024_0001178,22.10544,87.82397,2024-01-14,709,2024-01-14 07:09:00,337.0,300.7,4.9,n,N20,VIIRS,D,0,0.43,0.38,2
WB2024_0001179,22.14057,87.60647,2024-01-14,709,2024-01-14 07:09:00,331.77,298.63,3.16,n,N20,VIIRS,D,0,0.44,0.38,2
WB2024_0001180,22.2905,87.18161,2024-01-14,709,2024-01-14 07:09:00,330.51,299.91,3.39,n,N20,VIIRS,D,0,0.45,0.39,2
WB2024_0001181,21.74434,87.80125,2024-01-14,709,2024-01-14 07:09:00,332.13,299.18,5.48,n,N20,VIIRS,D,0,0.44,0.38,2
WB2024_0001182,22.43239,87.16418,2024-01-14,709,2024-01-14 07:09:00,336.37,300.44,4.17,n,N20,VIIRS,D,0,0.45,0.39,2
WB2024_0001183,22.3651,87.30128,2024-01-14,709,2024-01-14 07:09:00,333.55,301.78,4.49,n,N20,VIIRS,D,2,0.45,0.39,2
WB2024_0001184,22.92815,87.73226,2024-01-14,709,2024-01-14 07:09:00,332.91,298.93,2.22,n,N20,VIIRS,D,0,0.43,0.38,2
WB2024_0001185,22.66284,86.77945,2024-01-14,709,2024-01-14 07:09:00,331.65,299.64,2.69,n,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0001186,23.00009,87.78619,2024-01-14,709,2024-01-14 07:09:00,331.58,298.62,2.86,n,N20,VIIRS,D,0,0.42,0.38,2
WB2024_0001187,22.89105,88.29573,2024-01-14,709,2024-01-14 07:09:00,330.8,298.3,2.57,n,N20,VIIRS,D,0,0.41,0.37,2
WB2024_0001188,22.65306,87.60503,2024-01-14,709,2024-01-14 07:09:00,330.44,301.76,1.89,n,N20,VIIRS,D,0,0.43,0.38,2
WB2024_0001189,22.68857,88.21905,2024-01-14,709,2024-01-14 07:09:00,327.51,295.63,1.64,n,N20,VIIRS,D,0,0.41,0.37,2
WB2024_0001190,22.6615,86.77822,2024-01-14,709,2024-01-14 07:09:00,332.08,300.64,2.97,n,N20,VIIRS,D,0,0.47,0.4,2
WB2024_0001191,23.66534,86.92276,2024-01-14,1937,2024-01-14 19:37:00,304.71,283.17,1.17,n,N20,VIIRS,N,2,0.48,0.4,2
WB2024_0001192,22.36758,87.01592,2024-01-14,1937,2024-01-14 19:37:00,315.32,288.27,1.52,n,N20,VIIRS,N,2,0.46,0.39,2
WB2024_0001193,23.6629,86.91266,2024-01-14,1937,2024-01-14 19:37:00,300.09,283.66,1.04,n,N20,VIIRS,N,2,0.48,0.4,2
WB2024_0001194,23.60564,87.15153,2024-01-14,1937,2024-01-14 19:37:00,298.88,284.66,1.42,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001195,23.61341,87.14541,2024-01-14,1937,2024-01-14 19:37:00,296.94,285.41,1.16,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001196,23.60489,87.15344,2024-01-14,1937,2024-01-14 19:37:00,295.92,285.0,0.97,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001197,22.36337,87.01984,2024-01-14,1937,2024-01-14 19:37:00,299.43,286.76,1.52,n,N20,VIIRS,N,2,0.46,0.39,2
WB2024_0001198,22.36397,87.01534,2024-01-14,1937,2024-01-14 19:37:00,300.06,286.19,1.52,n,N20,VIIRS,N,2,0.46,0.39,2
WB2024_0001199,22.35942,87.29068,2024-01-14,1937,2024-01-14 19:37:00,309.06,289.7,1.63,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0001200,22.37906,87.28041,2024-01-14,1937,2024-01-14 19:37:00,318.78,291.03,3.23,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0001201,22.36891,87.30112,2024-01-14,1937,2024-01-14 19:37:00,309.07,288.67,1.04,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0001202,22.36951,87.29676,2024-01-14,1937,2024-01-14 19:37:00,299.78,286.46,1.04,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0001203,22.37967,87.27603,2024-01-14,1937,2024-01-14 19:37:00,313.78,288.67,1.34,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0001204,22.38141,87.28973,2024-01-14,1937,2024-01-14 19:37:00,303.7,286.7,1.02,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0001205,22.55063,86.95388,2024-01-14,1937,2024-01-14 19:37:00,300.78,284.28,0.71,n,N20,VIIRS,N,0,0.47,0.4,2
WB2024_0001206,22.55159,86.9521,2024-01-14,1937,2024-01-14 19:37:00,302.35,284.24,0.6,n,N20,VIIRS,N,0,0.47,0.4,2
WB2024_0001207,23.54779,86.54667,2024-01-14,1937,2024-01-14 19:37:00,297.41,283.3,1.31,n,N20,VIIRS,N,2,0.5,0.41,2
WB2024_0001208,23.66596,86.91801,2024-01-14,1937,2024-01-14 19:37:00,298.35,285.82,1.17,n,N20,VIIRS,N,2,0.48,0.4,2
WB2024_0001209,22.36535,87.30055,2024-01-14,1937,2024-01-14 19:37:00,325.17,292.03,3.78,n,N20,VIIRS,N,2,0.45,0.39,2
WB2024_0001210,23.56201,87.08531,2024-01-14,1937,2024-01-14 19:37:00,300.99,285.82,1.12,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001211,23.68758,87.12214,2024-01-14,1937,2024-01-14 19:37:00,311.67,286.47,1.82,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001212,23.55138,87.24776,2024-01-14,1937,2024-01-14 19:37:00,298.75,286.33,1.46,n,N20,VIIRS,N,3,0.47,0.39,2
WB2024_0001213,23.56504,87.09052,2024-01-14,1937,2024-01-14 19:37:00,301.13,284.98,1.17,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001214,23.69068,87.099,2024-01-14,1937,2024-01-14 19:37:00,308.27,287.14,2.05,n,N20,VIIRS,N,2,0.48,0.4,2
WB2024_0001215,23.69122,87.12273,2024-01-14,1937,2024-01-14 19:37:00,307.16,286.22,1.44,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001216,23.69309,87.10885,2024-01-14,1937,2024-01-14 19:37:00,298.94,284.99,0.78,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001217,23.69371,87.10422,2024-01-14,1937,2024-01-14 19:37:00,296.47,284.12,0.78,n,N20,VIIRS,N,2,0.48,0.4,2
WB2024_0001218,23.69487,87.12332,2024-01-14,1937,2024-01-14 19:37:00,313.65,287.8,1.44,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001219,23.69611,87.11406,2024-01-14,1937,2024-01-14 19:37:00,298.3,283.66,2.45,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001220,23.69736,87.10479,2024-01-14,1937,2024-01-14 19:37:00,298.11,284.86,0.78,n,N20,VIIRS,N,2,0.48,0.4,2
WB2024_0001221,23.79444,87.07478,2024-01-14,1937,2024-01-14 19:37:00,302.1,290.81,1.58,n,N20,VIIRS,N,0,0.48,0.4,2
WB2024_0001222,23.55984,87.23981,2024-01-14,1937,2024-01-14 19:37:00,330.31,285.11,4.17,n,N20,VIIRS,N,2,0.47,0.39,2
WB2024_0001223,23.56108,87.23067,2024-01-14,1937,2024-01-14 19:37:00,296.18,283.08,0.47,n,N20,VIIRS,N,2,0.47,0.4,2
WB2024_0001224,23.55923,87.24436,2024-01-14,1937,2024-01-14 19:37:00,299.39,283.25,0.8,n,N20,VIIRS,N,2,0.47,0.39,2
WB2024_0001225,23.61657,86.78658,2024-01-14,1937,2024-01-14 19:37:00,295.87,285.37,1.24,n,N20,VIIRS,N,2,0.49,0.4,2
WB2024_0001226,23.61597,86.79112,2024-01-14,1937,2024-01-14 19:37:00,305.38,285.93,1.24,n,N20,VIIRS,N,2,0.49,0.4,2
WB2024_0001227,23.55623,87.23924,2024-01-14,1937,2024-01-14 19:37:00,298.25,284.74,0.68,n,N20,VIIRS,N,2,0.47,0.39,2
WB2024_0001228,23.55561,87.2438,2024-01-14,1937,2024-01-14 19:37:00,299.99,285.76,1.46,n,N20,VIIRS,N,3,0.47,0.39,2
WB2024_0001229,23.55199,87.24322,2024-01-14,1937,2024-01-14 19:37:00,319.09,287.28,1.46,n,N20,VIIRS,N,3,0.47,0.39,2
WB2024_0001230,23.80182,87.04738,2024-01-14,1937,2024-01-14 19:37:00,306.01,291.15,2.18,n,N20,VIIRS,N,2,0.48,0.4,2
WB2024_0001231,22.08903,87.23306,2024-01-14,1938,2024-01-14 19:38:00,297.1,285.21,0.49,n,N20,VIIRS,N,0,0.45,0.39,2
WB2024_0001232,22.0566,88.12682,2024-01-14,1938,2024-01-14 19:38:00,320.18,289.82,1.53,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0001233,22.08617,87.23416,2024-01-14,1938,2024-01-14 19:38:00,296.38,285.08,0.56,n,N20,VIIRS,N,0,0.45,0.39,2
WB2024_0001234,22.05375,88.12222,2024-01-14,1938,2024-01-14 19:38:00,306.29,291.43,1.22,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0001235,22.05317,88.12625,2024-01-14,1938,2024-01-14 19:38:00,307.11,292.08,1.22,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0001236,22.05719,88.1228,2024-01-14,1938,2024-01-14 19:38:00,308.18,289.56,1.53,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0001237,22.94487,87.89186,2024-01-15,650,2024-01-15 06:50:00,330.95,296.95,3.22,n,N20,VIIRS,D,0,0.49,0.49,2
WB2024_0001238,23.12332,87.94158,2024-01-15,650,2024-01-15 06:50:00,328.2,292.92,2.85,n,N20,VIIRS,D,0,0.48,0.48,2
WB2024_0001239,23.12551,87.90706,2024-01-15,650,2024-01-15 06:50:00,326.22,294.08,1.86,n,N20,VIIRS,D,0,0.49,0.48,2
WB2024_0001240,23.20549,87.80692,2024-01-15,650,2024-01-15 06:50:00,333.62,295.83,3.71,n,N20,VIIRS,D,0,0.49,0.49,2
WB2024_0001241,23.86021,86.91091,2024-01-15,651,2024-01-15 06:51:00,341.16,293.68,3.38,n,N20,VIIRS,D,0,0.54,0.51,2
WB2024_0001242,26.81076,88.25166,2024-01-15,651,2024-01-15 06:51:00,344.68,301.14,8.82,n,N20,VIIRS,D,0,0.4,0.44,2
WB2024_0001243,23.61645,86.7873,2024-01-15,1918,2024-01-15 19:18:00,305.32,285.82,2.18,n,N20,VIIRS,N,2,0.63,0.54,2
WB2024_0001244,23.55011,86.54256,2024-01-15,1918,2024-01-15 19:18:00,296.19,284.32,0.53,n,N20,VIIRS,N,2,0.32,0.55,2
WB2024_0001245,23.80282,87.04943,2024-01-15,1918,2024-01-15 19:18:00,302.63,290.15,2.41,n,N20,VIIRS,N,2,0.61,0.53,2
WB2024_0001246,23.61894,86.86134,2024-01-15,1918,2024-01-15 19:18:00,297.01,283.14,0.86,n,N20,VIIRS,N,2,0.62,0.54,2
WB2024_0001247,23.54979,86.54577,2024-01-15,1918,2024-01-15 19:18:00,297.01,285.1,0.53,n,N20,VIIRS,N,2,0.32,0.55,2
WB2024_0001248,22.05504,88.12624,2024-01-15,1919,2024-01-15 19:19:00,301.05,289.01,1.49,n,N20,VIIRS,N,2,0.49,0.49,2
WB2024_0001249,22.05558,88.12149,2024-01-15,1919,2024-01-15 19:19:00,305.87,289.32,1.49,n,N20,VIIRS,N,2,0.49,0.49,2
WB2024_0001250,22.36541,87.01811,2024-01-15,1919,2024-01-15 19:19:00,318.0,287.89,4.35,n,N20,VIIRS,N,2,0.58,0.52,2
WB2024_0001251,22.37024,87.01878,2024-01-15,1919,2024-01-15 19:19:00,304.08,285.36,1.85,n,N20,VIIRS,N,2,0.58,0.52,2
WB2024_0001252,22.36119,87.28854,2024-01-15,1919,2024-01-15 19:19:00,298.94,286.61,1.18,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0001253,22.36477,87.30006,2024-01-15,1919,2024-01-15 19:19:00,309.51,288.55,3.07,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0001254,22.3695,87.30067,2024-01-15,1919,2024-01-15 19:19:00,303.03,287.14,1.73,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0001255,22.3766,87.27944,2024-01-15,1919,2024-01-15 19:19:00,297.67,286.76,1.16,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0001256,22.38135,87.28005,2024-01-15,1919,2024-01-15 19:19:00,311.47,287.62,1.76,n,N20,VIIRS,N,2,0.56,0.52,2
WB2024_0001257,22.38194,87.27458,2024-01-15,1919,2024-01-15 19:19:00,297.63,285.0,1.76,n,N20,VIIRS,N,0,0.56,0.52,2
WB2024_0001258,23.43056,87.8072,2024-01-16,632,2024-01-16 06:32:00,328.33,293.39,2.72,n,N20,VIIRS,D,0,0.48,0.65,2
WB2024_0001259,23.11563,87.94247,2024-01-16,632,2024-01-16 06:32:00,325.2,291.53,3.7,n,N20,VIIRS,D,0,0.48,0.65,2
WB2024_0001260,23.58448,87.6789,2024-01-16,632,2024-01-16 06:32:00,326.44,293.33,2.25,n,N20,VIIRS,D,0,0.49,0.65,2
WB2024_0001261,23.56119,87.24196,2024-01-16,632,2024-01-16 06:32:00,343.92,292.34,5.37,n,N20,VIIRS,D,2,0.52,0.67,2
WB2024_0001262,23.5603,87.24387,2024-01-16,632,2024-01-16 06:32:00,338.51,292.13,8.1,n,N20,VIIRS,D,2,0.52,0.67,2
WB2024_0001263,23.54835,87.2472,2024-01-16,632,2024-01-16 06:32:00,325.61,292.14,2.16,n,N20,VIIRS,D,2,0.52,0.67,2
WB2024_0001264,22.37901,87.27599,2024-01-16,1900,2024-01-16 19:00:00,297.22,282.62,1.07,n,N20,VIIRS,N,2,0.57,0.69,2
WB2024_0001265,22.36667,87.01646,2024-01-16,1900,2024-01-16 19:00:00,308.27,286.44,3.03,n,N20,VIIRS,N,2,0.59,0.7,2
WB2024_0001266,22.05584,88.12363,2024-01-16,1900,2024-01-16 19:00:00,296.56,276.92,1.15,n,N20,VIIRS,N,2,0.5,0.66,2
WB2024_0001267,22.3655,87.01768,2024-01-16,2040,2024-01-16 20:40:00,305.35,286.19,2.2,n,N20,VIIRS,N,2,0.54,0.68,2
WB2024_0001268,22.37861,87.28069,2024-01-16,2040,2024-01-16 20:40:00,298.4,286.05,2.33,n,N20,VIIRS,N,2,0.56,0.69,2
WB2024_0001269,22.36732,87.29997,2024-01-16,2040,2024-01-16 20:40:00,298.96,285.78,2.03,n,N20,VIIRS,N,2,0.56,0.69,2
WB2024_0001270,22.38022,87.28075,2024-01-16,2040,2024-01-16 20:40:00,300.42,286.18,1.4,n,N20,VIIRS,N,2,0.56,0.69,2
WB2024_0001271,22.36907,87.30009,2024-01-16,2040,2024-01-16 20:40:00,296.12,285.21,1.59,n,N20,VIIRS,N,2,0.56,0.69,2
WB2024_0001272,22.05301,88.12203,2024-01-16,2040,2024-01-16 20:40:00,302.73,286.53,2.34,n,N20,VIIRS,N,2,0.64,0.72,2
WB2024_0001273,22.36628,87.01585,2024-01-16,2040,2024-01-16 20:40:00,305.34,285.71,2.78,n,N20,VIIRS,N,2,0.54,0.68,2
WB2024_0001274,22.05461,88.12132,2024-01-16,2040,2024-01-16 20:40:00,302.98,286.49,1.64,n,N20,VIIRS,N,2,0.64,0.72,2
WB2024_0001275,22.06187,88.12597,2024-01-17,753,2024-01-17 07:53:00,337.19,291.1,4.0,n,N20,VIIRS,D,0,0.32,0.55,2
WB2024_0001276,22.06155,88.12286,2024-01-17,753,2024-01-17 07:53:00,339.27,291.98,4.11,n,N20,VIIRS,D,2,0.32,0.55,2
WB2024_0001277,23.5586,87.24142,2024-01-17,2021,2024-01-17 20:21:00,306.38,283.69,1.99,n,N20,VIIRS,N,2,0.53,0.5,2
WB2024_0001278,23.55963,87.23641,2024-01-17,2021,2024-01-17 20:21:00,315.45,283.39,1.99,n,N20,VIIRS,N,2,0.53,0.5,2
WB2024_0001279,23.55976,87.23917,2024-01-17,2021,2024-01-17 20:21:00,323.37,284.06,3.84,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0001280,23.60672,87.1509,2024-01-17,2021,2024-01-17 20:21:00,296.27,283.79,1.08,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0001281,23.61225,87.147,2024-01-17,2021,2024-01-17 20:21:00,296.67,284.43,1.04,n,N20,VIIRS,N,2,0.52,0.5,2
WB2024_0001282,23.68856,87.11884,2024-01-17,2021,2024-01-17 20:21:00,295.63,283.84,1.43,n,N20,VIIRS,N,2,0.51,0.5,2
WB2024_0001283,23.6926,87.09905,2024-01-17,2021,2024-01-17 20:21:00,296.42,284.3,1.11,n,N20,VIIRS,N,2,0.51,0.49,2
WB2024_0001284,23.69204,87.12482,2024-01-17,2021,2024-01-17 20:21:00,295.67,284.11,1.11,n,N20,VIIRS,N,2,0.51,0.5,2
WB2024_0001285,23.69303,87.11993,2024-01-17,2021,2024-01-17 20:21:00,298.72,284.2,1.11,n,N20,VIIRS,N,2,0.51,0.5,2
WB2024_0001286,23.68962,87.12124,2024-01-17,2021,2024-01-17 20:21:00,297.54,283.95,1.57,n,N20,VIIRS,N,2,0.51,0.5,2
WB2024_0001287,23.69409,87.12228,2024-01-17,2021,2024-01-17 20:21:00,304.32,284.95,1.57,n,N20,VIIRS,N,2,0.51,0.5,2
WB2024_0001288,25.35885,88.76619,2024-01-18,735,2024-01-18 07:35:00,326.0,291.12,2.18,n,N20,VIIRS,D,0,0.39,0.44,2
WB2024_0001289,25.35804,88.76643,2024-01-18,735,2024-01-18 07:35:00,326.41,292.03,2.6,n,N20,VIIRS,D,0,0.39,0.44,2
WB2024_0001290,26.77062,89.39377,2024-01-19,716,2024-01-19 07:16:00,327.42,297.15,2.9,n,N20,VIIRS,D,0,0.4,0.37,2
WB2024_0001291,26.89474,88.97989,2024-01-19,716,2024-01-19 07:16:00,334.63,295.36,5.49,n,N20,VIIRS,D,0,0.4,0.37,2
WB2024_0001292,26.55866,89.75377,2024-01-19,716,2024-01-19 07:16:00,334.93,296.25,5.4,n,N20,VIIRS,D,0,0.41,0.37,2
WB2024_0001293,26.56206,89.75319,2024-01-19,716,2024-01-19 07:16:00,351.21,296.88,5.4,n,N20,VIIRS,D,0,0.41,0.37,2
WB2024_0001294,23.4849,87.36261,2024-01-19,1943,2024-01-19 19:43:00,303.48,284.74,0.75,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001295,23.48152,87.36202,2024-01-19,1943,2024-01-19 19:43:00,298.51,284.63,1.14,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001296,23.69142,87.098,2024-01-19,1943,2024-01-19 19:43:00,306.4,286.4,1.55,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001297,23.68797,87.12215,2024-01-19,1943,2024-01-19 19:43:00,322.77,288.31,2.19,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001298,23.69311,87.11066,2024-01-19,1943,2024-01-19 19:43:00,300.49,285.96,0.54,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001299,23.69369,87.10664,2024-01-19,1943,2024-01-19 19:43:00,295.37,285.36,0.54,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001300,23.69479,87.12332,2024-01-19,1943,2024-01-19 19:43:00,316.42,288.13,1.48,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001301,23.69594,87.11526,2024-01-19,1943,2024-01-19 19:43:00,301.81,285.81,1.19,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001302,23.79629,87.07315,2024-01-19,1943,2024-01-19 19:43:00,300.06,286.88,1.17,n,N20,VIIRS,N,0,0.41,0.37,2
WB2024_0001303,23.79974,87.04891,2024-01-19,1943,2024-01-19 19:43:00,308.03,290.15,2.68,n,N20,VIIRS,N,2,0.42,0.37,2
WB2024_0001304,23.59165,87.30292,2024-01-19,1943,2024-01-19 19:43:00,295.54,283.92,0.37,n,N20,VIIRS,N,0,0.41,0.37,2
WB2024_0001305,23.61079,87.14685,2024-01-19,1943,2024-01-19 19:43:00,296.47,285.42,1.22,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001306,23.66221,86.91122,2024-01-19,1943,2024-01-19 19:43:00,300.27,282.96,0.63,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0001307,23.61649,86.86172,2024-01-19,1943,2024-01-19 19:43:00,298.56,284.11,0.54,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0001308,23.4877,87.36713,2024-01-19,1943,2024-01-19 19:43:00,307.41,285.7,1.23,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001309,23.51116,87.27798,2024-01-19,1943,2024-01-19 19:43:00,305.81,284.96,1.22,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001310,23.60681,87.15026,2024-01-19,1943,2024-01-19 19:43:00,297.58,283.64,0.78,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001311,23.55108,87.24708,2024-01-19,1943,2024-01-19 19:43:00,300.62,285.51,0.75,n,N20,VIIRS,N,3,0.41,0.37,2
WB2024_0001312,23.55165,87.2431,2024-01-19,1943,2024-01-19 19:43:00,302.06,287.05,1.1,n,N20,VIIRS,N,3,0.41,0.37,2
WB2024_0001313,23.56659,87.08994,2024-01-19,1943,2024-01-19 19:43:00,297.42,283.54,1.03,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001314,23.55562,87.23971,2024-01-19,1943,2024-01-19 19:43:00,305.11,285.04,1.61,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001315,23.55902,87.2403,2024-01-19,1943,2024-01-19 19:43:00,316.35,285.61,1.61,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001316,23.55959,87.23631,2024-01-19,1943,2024-01-19 19:43:00,299.01,282.93,1.65,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001317,23.56073,87.22832,2024-01-19,1943,2024-01-19 19:43:00,310.88,283.32,0.86,n,N20,VIIRS,N,2,0.41,0.37,2
WB2024_0001318,23.61598,86.79028,2024-01-19,1943,2024-01-19 19:43:00,298.96,286.02,1.47,n,N20,VIIRS,N,2,0.42,0.38,2
WB2024_0001319,22.06435,88.11904,2024-01-19,1944,2024-01-19 19:44:00,299.43,287.62,0.77,n,N20,VIIRS,N,2,0.39,0.36,2
WB2024_0001320,22.0533,88.12473,2024-01-19,1944,2024-01-19 19:44:00,311.32,293.65,0.99,n,N20,VIIRS,N,2,0.39,0.36,2
